agency_type,product_name,gender,duration,destination,net_sales_SGD,age,claim,age_group
Travel Agency,2 way Comprehensive Plan,Not Specified,145,"KOREA, REPUBLIC OF",51.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,88,THAILAND,29.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,1,UNITED STATES,25.0,39,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,113,UNITED KINGDOM,49.5,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,8,INDIA,23.0,36,0,Adult Travelers
Airlines,Gold Plan,F,21,SINGAPORE,103.5,37,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,3,PAPUA NEW GUINEA,27.0,36,0,Adult Travelers
Airlines,Basic Plan,F,53,CHINA,50.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,32,"TAIWAN, PROVINCE OF CHINA",45.0,32,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,SINGAPORE,18.0,36,0,Adult Travelers
Airlines,Basic Plan,M,3,MALAYSIA,18.0,46,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,54,MACAO,17.0,35,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,9,UNITED STATES,20.0,44,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,18,INDONESIA,10.0,28,0,Young Adult Travelers
Airlines,Silver Plan,F,24,SINGAPORE,29.0,32,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,76,CANADA,33.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,135,INDONESIA,14.0,36,0,Adult Travelers
Airlines,Value Plan,M,150,NETHERLANDS,87.0,36,0,Adult Travelers
Airlines,Basic Plan,F,52,INDONESIA,22.0,29,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,9,THAILAND,39.0,44,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,100,INDONESIA,38.0,57,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,4,SINGAPORE,3.34,48,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,4,JAPAN,100.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,47,SWITZERLAND,10.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,148,NEW ZEALAND,148.5,49,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,24,NEPAL,34.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,29,SINGAPORE,112.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,3,MALAYSIA,29.7,33,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,20,INDONESIA,21.0,51,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,27,MALAYSIA,39.6,44,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,48,MYANMAR,11.0,36,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,79,SINGAPORE,1.8,48,0,Adult Travelers
Airlines,Basic Plan,M,9,MYANMAR,18.0,40,0,Adult Travelers
Airlines,Basic Plan,M,2,THAILAND,18.0,49,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,18,UNITED STATES,112.0,22,0,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,13,SINGAPORE,20.0,28,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,62,HONG KONG,20.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,10,VIET NAM,23.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,VIET NAM,23.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,61,JAPAN,40.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,22,SINGAPORE,34.5,50,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,21,INDONESIA,18.0,36,0,Adult Travelers
Airlines,Basic Plan,F,18,PHILIPPINES,18.0,39,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,10,MALAYSIA,39.6,31,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,34,"KOREA, REPUBLIC OF",45.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,15,SINGAPORE,38.35,28,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,11,INDIA,15.0,23,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,24,"TAIWAN, PROVINCE OF CHINA",59.4,44,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,52,JAPAN,40.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,68,SPAIN,76.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,7,INDONESIA,21.0,26,0,Young Adult Travelers
Airlines,Basic Plan,M,222,CHINA,35.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,25,UNITED KINGDOM,56.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,32,CAMBODIA,23.0,36,0,Adult Travelers
Airlines,Silver Plan,F,19,SINGAPORE,127.0,25,0,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,1,MALAYSIA,29.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,34,FINLAND,49.5,44,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,12,CHINA,20.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,34,"KOREA, REPUBLIC OF",26.0,46,0,Adult Travelers
Travel Agency,Comprehensive Plan,M,10,MALAYSIA,29.0,42,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,16,JAPAN,49.5,41,0,Adult Travelers
Airlines,Basic Plan,M,13,INDONESIA,22.0,74,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,52,UNITED STATES,35.0,25,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,6,CANADA,41.0,26,0,Young Adult Travelers
Airlines,Basic Plan,F,117,INDONESIA,58.0,33,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,11,VIET NAM,35.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,27,CHINA,26.0,36,0,Adult Travelers
Travel Agency,Travel Cruise Protect,M,43,MALAYSIA,30.0,53,0,Adult Travelers
Airlines,Basic Plan,M,26,THAILAND,30.0,46,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,85,HONG KONG,80.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,8,INDONESIA,20.0,52,0,Adult Travelers
Airlines,Basic Plan,F,12,PHILIPPINES,22.0,39,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,9,UNITED KINGDOM,89.1,43,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,13,MALAYSIA,10.0,31,0,Adult Travelers
Airlines,Basic Plan,M,50,CHINA,35.0,40,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,11,"TAIWAN, PROVINCE OF CHINA",24.0,36,0,Adult Travelers
Airlines,Basic Plan,M,24,INDIA,44.0,60,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,26,AUSTRALIA,39.6,57,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,3,INDONESIA,13.0,36,0,Adult Travelers
Airlines,Basic Plan,F,120,THAILAND,22.0,60,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,26,AUSTRALIA,59.4,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,25,JAPAN,48.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,25,CHINA,25.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,7,UNITED ARAB EMIRATES,67.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,32,UNITED STATES,112.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,64,THAILAND,10.0,43,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,64,SPAIN,29.7,29,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,197,THAILAND,28.0,36,0,Adult Travelers
Airlines,Basic Plan,F,10,MALAYSIA,18.0,59,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,42,HONG KONG,20.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,52,INDIA,73.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,113,AUSTRALIA,50.0,36,0,Adult Travelers
Airlines,Annual Silver Plan,M,364,SINGAPORE,216.0,26,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,37,UNITED STATES,25.0,41,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,10,CHINA,76.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,80,CANADA,78.0,30,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,43,MALAYSIA,21.0,36,0,Adult Travelers
Airlines,Basic Plan,M,17,CHINA,26.0,59,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,14,CHINA,46.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,77,SWITZERLAND,55.0,35,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,37,MALAYSIA,49.5,49,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,22,INDIA,20.0,21,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,14,BANGLADESH,45.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,27,INDIA,27.0,23,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,29,SOUTH AFRICA,89.1,53,0,Adult Travelers
Airlines,Silver Plan,M,39,SINGAPORE,35.4,34,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,31,UNITED STATES,30.0,42,0,Adult Travelers
Airlines,Basic Plan,F,75,"KOREA, REPUBLIC OF",26.0,23,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,15,CHINA,80.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,42,CHINA,31.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,7,CANADA,9.9,71,0,Senior Citizen Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,26,CHINA,31.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,11,UNITED STATES,80.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,28,HONG KONG,21.0,36,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,34,SINGAPORE,4.12,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,63,UNITED STATES,80.0,41,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,8,HONG KONG,28.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,45,MALAYSIA,29.7,31,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,27,CHINA,20.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,100,PERU,23.0,25,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,46,THAILAND,20.0,52,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,282,CROATIA,29.7,55,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,122,PHILIPPINES,24.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,CHINA,25.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,5,"KOREA, REPUBLIC OF",38.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,37,AUSTRALIA,29.7,31,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,226,INDONESIA,35.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,42,FRANCE,128.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,52,MALAYSIA,29.7,37,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,49,CAMBODIA,17.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,52,SINGAPORE,47.0,27,0,Young Adult Travelers
Airlines,Basic Plan,M,43,INDIA,44.0,28,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,10,SRI LANKA,28.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,25,VIET NAM,24.0,29,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,17,HONG KONG,23.0,36,0,Adult Travelers
Airlines,Bronze Plan,M,83,SINGAPORE,27.0,35,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,69,NEW ZEALAND,39.6,34,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,5,CHINA,30.0,35,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,8,PHILIPPINES,37.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,100,"KOREA, REPUBLIC OF",49.0,36,0,Adult Travelers
Airlines,Value Plan,M,27,HONG KONG,58.0,49,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,8,THAILAND,53.0,36,0,Adult Travelers
Airlines,Silver Plan,F,9,SINGAPORE,29.5,32,1,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,22,"TAIWAN, PROVINCE OF CHINA",69.3,33,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,14,HONG KONG,35.0,36,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,30,SINGAPORE,2.44,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,25,THAILAND,10.0,37,0,Adult Travelers
Airlines,Bronze Plan,M,105,SINGAPORE,16.0,31,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,4,VIET NAM,22.0,21,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,48,AUSTRALIA,49.5,30,0,Young Adult Travelers
Airlines,Silver Plan,F,15,SINGAPORE,22.5,29,1,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,89,JAPAN,30.0,24,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,5,THAILAND,41.0,30,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,21,NEW ZEALAND,79.2,58,0,Adult Travelers
Airlines,Bronze Plan,F,9,SINGAPORE,23.5,28,0,Young Adult Travelers
Airlines,Silver Plan,F,3,SINGAPORE,18.5,33,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,20,PHILIPPINES,20.0,54,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,20,MALAYSIA,23.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,107,CANADA,15.0,57,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,INDONESIA,45.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,105,THAILAND,32.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,23,INDONESIA,10.0,23,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,67,"TAIWAN, PROVINCE OF CHINA",11.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,INDONESIA,10.0,53,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,34,AUSTRALIA,79.2,39,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,35,CHINA,33.0,36,0,Adult Travelers
Airlines,Value Plan,M,6,BRUNEI DARUSSALAM,23.0,57,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,93,SINGAPORE,58.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,5,MALAYSIA,20.0,53,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,17,CYPRUS,43.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,33,MALAYSIA,29.7,31,0,Adult Travelers
Airlines,Value Plan,Not Specified,14,BRUNEI DARUSSALAM,15.0,34,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,19,MACAO,25.0,38,0,Adult Travelers
Travel Agency,Single Trip Travel Protect Platinum,M,3,INDONESIA,39.75,47,0,Adult Travelers
Airlines,Gold Plan,M,17,SINGAPORE,118.3,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,87,UNITED STATES,65.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,43,PHILIPPINES,10.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,9,INDIA,34.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,144,UNITED ARAB EMIRATES,99.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,6,VIET NAM,20.0,35,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,25,INDONESIA,20.0,55,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,114,CHINA,27.0,36,0,Adult Travelers
Travel Agency,Child Comprehensive Plan,M,365,SINGAPORE,74.0,3,0,Child Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,122,THAILAND,89.1,40,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,50,AUSTRALIA,39.6,46,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,13,CHINA,29.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,6,THAILAND,12.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,135,UNITED STATES,10.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,56,PUERTO RICO,128.0,21,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,38,VIET NAM,10.0,25,0,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,26,SAUDI ARABIA,27.0,40,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,13,PHILIPPINES,28.0,71,0,Senior Citizen Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,65,UNITED STATES,112.0,45,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,9,MALAYSIA,10.0,37,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,20,JAPAN,28.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,96,AUSTRALIA,59.4,29,0,Young Adult Travelers
Airlines,Bronze Plan,F,21,SINGAPORE,16.0,32,1,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,31,THAILAND,67.0,36,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,6,SINGAPORE,0.88,48,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,4,THAILAND,9.9,22,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,5,HONG KONG,55.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,3,SINGAPORE,19.8,46,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,72,UNITED STATES,94.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,249,UNITED KINGDOM,80.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,55,CANADA,80.0,28,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,1,JAPAN,80.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,6,"TAIWAN, PROVINCE OF CHINA",10.0,36,0,Adult Travelers
Travel Agency,Travel Cruise Protect,F,98,THAILAND,30.0,19,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,51,INDIA,25.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,26,MALAYSIA,19.8,60,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,28,INDONESIA,54.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,14,VIET NAM,55.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,39,INDONESIA,10.0,52,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,55,MALAYSIA,39.6,46,0,Adult Travelers
Airlines,Value Plan,Not Specified,12,BRUNEI DARUSSALAM,15.0,35,0,Adult Travelers
Travel Agency,Premier Plan,M,22,UNITED KINGDOM,111.0,48,0,Adult Travelers
Airlines,Basic Plan,M,6,INDONESIA,18.0,47,0,Adult Travelers
Airlines,Basic Plan,F,15,THAILAND,22.0,43,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,101,SPAIN,76.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,43,CHINA,25.0,65,0,Senior Citizen Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,60,JAPAN,50.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,120,SOUTH AFRICA,90.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,18,JAPAN,43.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,72,SINGAPORE,69.55,30,0,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,15,INDONESIA,20.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,10,THAILAND,29.7,54,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,38,SINGAPORE,13.0,26,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,134,THAILAND,16.0,28,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,MALAYSIA,10.0,51,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,56,CHINA,14.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,27,SINGAPORE,53.5,39,0,Adult Travelers
Airlines,Basic Plan,M,50,THAILAND,22.0,32,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,22,VIET NAM,10.0,32,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,9,CHINA,17.0,44,0,Adult Travelers
Airlines,Bronze Plan,M,21,SINGAPORE,13.5,50,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,50,UNITED STATES,112.0,30,0,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,2,MALAYSIA,38.0,36,0,Adult Travelers
Airlines,Basic Plan,F,7,THAILAND,22.0,18,0,Child Travelers
Travel Agency,Cancellation Plan,Not Specified,51,INDIA,12.0,33,0,Adult Travelers
Airlines,Basic Plan,M,4,INDONESIA,18.0,59,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,9,AUSTRALIA,58.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,8,CHINA,27.0,28,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,11,CHINA,29.0,36,0,Adult Travelers
Airlines,Basic Plan,F,11,JAPAN,35.0,48,0,Adult Travelers
Airlines,Gold Plan,F,8,SINGAPORE,52.8,67,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,155,MALAYSIA,10.0,59,0,Adult Travelers
Airlines,Bronze Plan,F,10,SINGAPORE,27.0,28,1,Young Adult Travelers
Airlines,Bronze Plan,M,7,SINGAPORE,17.0,43,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,5,VIET NAM,28.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,23,VIET NAM,105.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,168,CHINA,26.0,36,0,Adult Travelers
Airlines,Value Plan,M,17,BRUNEI DARUSSALAM,15.0,45,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,45,PHILIPPINES,17.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,46,SINGAPORE,27.0,41,0,Adult Travelers
Travel Agency,Single Trip Travel Protect Silver,F,27,BHUTAN,47.25,31,0,Adult Travelers
Airlines,Value Plan,M,19,"KOREA, REPUBLIC OF",45.0,41,0,Adult Travelers
Travel Agency,Comprehensive Plan,M,75,THAILAND,29.0,70,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,16,SINGAPORE,13.0,35,0,Adult Travelers
Airlines,Silver Plan,M,11,SINGAPORE,48.5,19,0,Young Adult Travelers
Airlines,Silver Plan,F,112,SINGAPORE,72.0,28,1,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,10,UNITED ARAB EMIRATES,89.1,48,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,67,SINGAPORE,2.86,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,34,DENMARK,80.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,10,CHINA,53.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,3,"KOREA, REPUBLIC OF",44.0,36,0,Adult Travelers
Airlines,Silver Plan,M,7,SINGAPORE,18.5,40,0,Adult Travelers
Airlines,Bronze Plan,F,21,SINGAPORE,21.0,45,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,20,CYPRUS,128.7,54,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,5,AUSTRALIA,11.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,10,UNITED KINGDOM,89.1,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,43,VIET NAM,29.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,29,CHINA,33.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,124,SPAIN,95.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,101,MALAYSIA,20.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,17,UNITED KINGDOM,148.5,44,0,Adult Travelers
Airlines,Bronze Plan,F,17,SINGAPORE,13.5,52,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,35,CHINA,32.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,105,VIET NAM,37.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,133,AUSTRALIA,69.3,46,0,Adult Travelers
Airlines,Bronze Plan,M,4,SINGAPORE,16.2,33,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,5,UNITED KINGDOM,29.7,36,0,Adult Travelers
Airlines,Silver Plan,M,9,SINGAPORE,40.2,28,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,16,VIET NAM,13.0,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,29,UNITED STATES,80.0,47,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,12,BANGLADESH,66.0,36,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,44,SINGAPORE,1.09,48,0,Adult Travelers
Airlines,Bronze Plan,F,19,SINGAPORE,48.0,40,0,Adult Travelers
